time,temperature,load,vibration,status
74.98,27.38,5.5,0.28,normal
75.0,26.95,5.42,0.31,normal
75.02,27.06,5.28,0.34,normal
75.04,26.57,5.19,0.36,normal
75.06,26.44,5.33,0.34,normal
75.08,26.06,5.35,0.35,normal
75.1,25.94,5.37,0.32,normal
75.12,25.7,5.22,0.36,normal
75.14,25.89,5.09,0.33,normal
75.16,25.6,5.0,0.37,normal
75.18,25.9,5.06,0.32,normal
75.2,25.66,5.13,0.28,normal
75.22,25.47,5.2,0.23,normal
75.24,25.26,5.18,0.28,normal
75.26,25.41,5.11,0.26,normal
75.28,25.14,5.07,0.25,normal
75.3,24.97,5.14,0.28,normal
75.32,24.98,5.09,0.28,normal
75.34,24.93,5.27,0.31,normal
75.36,25.23,5.31,0.29,normal
75.38,24.89,5.27,0.28,normal
75.4,24.89,5.43,0.3,normal
75.42,24.48,5.46,0.3,normal
75.44,23.99,5.32,0.34,normal
75.46,24.43,5.43,0.32,normal
75.48,24.67,5.57,0.36,normal
75.5,25.01,5.73,0.34,normal
75.52,24.76,5.89,0.39,normal
75.54,24.57,6.07,0.34,normal
75.56,24.44,6.19,0.3,normal
75.58,24.49,6.23,0.29,normal
75.6,24.18,6.28,0.33,normal
75.62,24.08,6.31,0.36,normal
75.64,24.25,6.28,0.38,normal
75.66,23.89,6.38,0.34,normal
75.68,24.25,6.54,0.33,normal
75.7,23.86,6.34,0.31,normal
75.72,23.57,6.52,0.27,normal
75.74,23.62,6.64,0.31,normal
75.76,24.05,6.56,0.3,normal
75.78,23.66,6.41,0.35,normal
75.8,24.05,6.4,0.31,normal
75.82,24.52,6.26,0.28,normal
75.84,24.7,6.39,0.28,normal
75.86,24.51,6.58,0.29,normal
75.88,24.94,6.56,0.34,normal
75.9,24.78,6.5,0.3,normal
75.92,24.99,6.69,0.29,normal
75.94,25.23,6.64,0.25,normal
75.96,24.97,6.64,0.29,normal
75.98,24.92,6.65,0.25,normal
76.0,24.51,6.81,0.27,normal
76.02,24.46,6.76,0.31,normal
76.04,24.35,6.72,0.3,normal
76.06,23.86,6.56,0.34,normal
76.08,23.85,6.75,0.37,normal
76.1,23.62,6.65,0.34,normal
76.12,23.46,6.83,0.39,normal
76.14,23.45,6.75,0.39,normal
76.16,23.89,6.6,0.35,normal
76.18,23.59,6.78,0.35,normal
76.2,23.92,6.7,0.35,normal
76.22,23.75,6.56,0.39,normal
76.24,23.43,6.53,0.35,normal
76.26,23.18,6.36,0.39,normal
76.28,23.05,6.42,0.35,normal
76.3,23.06,6.48,0.36,normal
76.32,23.45,6.66,0.41,normal
76.34,22.95,6.81,0.45,normal
76.36,22.69,6.79,0.42,normal
76.38,22.76,6.68,0.39,normal
76.4,23.02,6.65,0.37,normal
76.42,23.28,6.62,0.37,normal
76.44,22.87,6.51,0.37,normal
76.46,22.41,6.65,0.37,normal
76.48,22.07,6.56,0.36,normal
76.5,22.06,6.66,0.38,normal
76.52,22.54,6.76,0.39,normal
76.54,22.67,6.67,0.4,normal
76.56,22.29,6.51,0.41,normal
76.58,22.19,6.65,0.36,normal
76.6,21.71,6.69,0.39,normal
76.62,21.65,6.71,0.35,normal
76.64,21.68,6.61,0.37,normal
76.66,21.51,6.79,0.34,normal
76.68,21.79,6.93,0.32,normal
76.7,21.84,6.98,0.33,normal
76.72,21.44,6.82,0.31,normal
76.74,21.71,6.98,0.33,normal
76.76,21.94,6.82,0.37,normal
76.78,21.75,6.98,0.41,normal
76.8,21.29,6.87,0.41,normal
76.82,21.27,6.74,0.45,normal
76.84,21.0,6.59,0.45,normal
76.86,20.86,6.46,0.47,normal
76.88,21.0,6.49,0.43,normal
76.9,20.61,6.53,0.46,normal
76.92,20.94,6.35,0.43,normal
76.94,20.68,6.44,0.42,normal
76.96,20.97,6.54,0.41,normal
76.98,21.19,6.44,0.43,normal
77.0,21.11,6.52,0.46,normal
77.02,21.56,6.65,0.48,normal
77.04,21.9,6.83,0.45,normal
77.06,21.66,7.01,0.42,normal
77.08,21.39,7.16,0.45,normal
77.1,21.71,7.33,0.5,normal
77.12,21.79,7.45,0.51,normal
77.14,22.17,7.29,0.49,normal
77.16,21.91,7.32,0.48,normal
77.18,22.4,7.41,0.51,normal
77.2,22.53,7.33,0.54,normal
77.22,22.58,7.49,0.49,normal
77.24,22.69,7.33,0.48,normal
77.26,22.76,7.44,0.44,normal
77.28,23.17,7.5,0.43,normal
77.3,23.55,7.52,0.42,normal
77.32,23.27,7.56,0.41,normal
77.34,23.73,7.4,0.4,normal
77.36,23.42,7.39,0.44,normal
77.38,23.22,7.46,0.43,normal
77.4,23.03,7.42,0.4,normal
77.42,22.58,7.54,0.35,normal
77.44,22.31,7.5,0.31,normal
77.46,22.47,7.31,0.32,normal
77.48,22.15,7.36,0.28,normal
77.5,22.63,7.26,0.27,normal
77.52,23.08,7.41,0.25,normal
77.54,22.75,7.21,0.26,normal
77.56,22.77,7.19,0.22,normal
77.58,22.77,7.07,0.18,normal
77.6,22.33,7.13,0.19,normal
77.62,22.54,7.06,0.21,normal
77.64,22.36,7.0,0.22,normal
77.66,22.66,7.09,0.27,normal
77.68,22.2,7.12,0.24,normal
77.7,22.54,7.14,0.21,normal
77.72,22.25,7.1,0.18,normal
77.74,22.19,7.0,0.18,normal
77.76,22.36,6.91,0.2,normal
77.78,22.42,6.97,0.16,normal
77.8,22.84,6.98,0.19,normal
77.82,22.72,7.01,0.15,normal
77.84,22.76,7.01,0.2,normal
77.86,22.38,6.94,0.23,normal
77.88,22.18,7.03,0.22,normal
77.9,22.62,6.97,0.22,normal
77.92,22.43,7.1,0.23,normal
77.94,22.3,7.29,0.22,normal
77.96,22.75,7.43,0.22,normal
77.98,22.8,7.5,0.2,normal
78.0,22.6,7.69,0.2,normal
78.02,22.66,7.82,0.24,normal
78.04,22.17,7.95,0.25,normal
78.06,22.0,7.76,0.25,normal
78.08,21.74,7.74,0.28,normal
78.1,21.33,7.81,0.3,normal
78.12,21.7,7.82,0.32,normal
78.14,21.91,7.86,0.35,normal
78.16,21.45,7.77,0.36,normal
78.18,21.42,7.92,0.32,normal
78.2,21.43,7.8,0.32,normal
78.22,21.43,7.62,0.36,normal
78.24,21.34,7.8,0.34,normal
78.26,20.95,7.62,0.39,normal
78.28,21.08,7.73,0.37,normal
78.3,20.78,7.9,0.37,normal
78.32,20.64,7.87,0.34,normal
78.34,21.01,7.98,0.34,normal
78.36,21.5,7.9,0.38,normal
78.38,21.15,7.84,0.39,normal
78.4,21.35,7.93,0.37,normal
78.42,21.51,7.93,0.33,normal
78.44,21.16,7.99,0.37,normal
78.46,21.3,7.89,0.41,normal
78.48,21.68,7.78,0.4,normal
78.5,21.46,7.71,0.42,normal
78.52,21.76,7.71,0.38,normal
78.54,21.67,7.52,0.39,normal
78.56,21.38,7.51,0.4,normal
78.58,21.31,7.58,0.38,normal
78.6,21.44,7.73,0.4,normal
78.62,21.39,7.84,0.4,normal
78.64,21.77,7.69,0.37,normal
78.66,21.83,7.58,0.34,normal
78.68,21.85,7.62,0.29,normal
78.7,21.79,7.7,0.26,normal
78.72,22.02,7.85,0.26,normal
78.74,21.83,7.95,0.23,normal
78.76,21.55,8.15,0.22,normal
78.78,21.92,8.3,0.17,normal
78.8,21.58,8.11,0.22,normal
78.82,21.11,8.07,0.22,normal
78.84,21.6,7.96,0.22,normal
78.86,21.69,7.8,0.21,normal
78.88,22.13,7.87,0.17,normal
78.9,21.78,7.88,0.2,normal
78.92,21.62,7.91,0.17,normal
78.94,21.7,7.93,0.13,normal
78.96,21.46,8.06,0.16,normal
78.98,21.04,7.93,0.2,normal
79.0,21.53,8.02,0.2,normal
79.02,21.42,7.88,0.19,normal
79.04,21.69,7.8,0.19,normal
79.06,22.11,7.95,0.23,normal
79.08,22.09,7.77,0.23,normal
79.1,22.27,7.58,0.2,normal
79.12,22.63,7.65,0.18,normal
79.14,22.22,7.67,0.18,normal
79.16,21.74,7.48,0.15,normal
79.18,22.03,7.43,0.2,normal
79.2,21.63,7.31,0.2,normal
79.22,21.77,7.44,0.24,normal
79.24,21.27,7.5,0.27,normal
79.26,21.59,7.33,0.23,normal
79.28,21.32,7.38,0.26,normal
79.3,21.45,7.51,0.27,normal
79.32,21.67,7.36,0.29,normal
79.34,21.69,7.48,0.29,normal
79.36,21.92,7.49,0.33,normal
79.38,21.59,7.54,0.3,normal
79.4,22.08,7.34,0.35,normal
79.42,22.49,7.15,0.35,normal
79.44,22.87,7.3,0.38,normal
79.46,23.26,7.1,0.35,normal
79.48,22.79,6.97,0.37,normal
79.5,23.13,6.85,0.36,normal
79.52,23.22,6.74,0.38,normal
79.54,23.36,6.82,0.33,normal
79.56,23.43,6.67,0.31,normal
79.58,23.01,6.81,0.28,normal
79.6,23.12,7.0,0.25,normal
79.62,23.02,7.16,0.24,normal
79.64,22.9,7.2,0.24,normal
79.66,22.79,7.04,0.22,normal
79.68,23.21,7.24,0.2,normal
79.7,23.44,7.1,0.24,normal
79.72,23.89,7.0,0.21,normal
79.74,24.09,7.16,0.24,normal
79.76,23.8,7.26,0.22,normal
79.78,23.44,7.33,0.26,normal
79.8,23.42,7.45,0.26,normal
79.82,23.61,7.56,0.29,normal
79.84,23.35,7.54,0.28,normal
79.86,23.74,7.67,0.31,normal
79.88,23.67,7.7,0.35,normal
79.9,23.42,7.65,0.37,normal
79.92,23.84,7.52,0.37,normal
79.94,23.8,7.61,0.34,normal
79.96,23.9,7.62,0.35,normal
79.98,24.15,7.69,0.34,normal
80.0,24.21,7.63,0.32,normal
80.02,24.23,7.81,0.36,normal
80.04,23.9,7.89,0.32,normal
80.06,23.93,7.9,0.35,normal
80.08,23.47,7.74,0.37,normal
80.1,22.98,7.81,0.4,normal
80.12,23.28,7.76,0.39,normal
80.14,23.53,7.8,0.39,normal
80.16,23.32,7.78,0.4,normal
80.18,23.34,7.59,0.37,normal
80.2,23.79,7.5,0.33,normal
80.22,23.59,7.38,0.34,normal
80.24,23.84,7.46,0.33,normal
80.26,23.76,7.43,0.3,normal
80.28,23.89,7.25,0.25,normal
80.3,23.72,7.43,0.23,normal
80.32,24.13,7.61,0.25,normal
80.34,24.59,7.53,0.27,normal
80.36,24.11,7.38,0.25,normal
80.38,23.74,7.41,0.24,normal
80.4,24.14,7.37,0.25,normal
80.42,24.09,7.47,0.23,normal
80.44,24.19,7.63,0.28,normal
80.46,23.72,7.46,0.28,normal
80.48,24.16,7.29,0.28,normal
80.5,24.48,7.34,0.26,normal
80.52,24.12,7.32,0.22,normal
80.54,24.27,7.29,0.22,normal
80.56,24.5,7.45,0.25,normal
80.58,24.06,7.59,0.21,normal
80.6,24.05,7.54,0.17,normal
80.62,24.08,7.59,0.21,normal
80.64,23.88,7.58,0.16,normal
80.66,24.25,7.71,0.2,normal
80.68,24.04,7.79,0.21,normal
80.7,24.09,7.6,0.22,normal
80.72,24.55,7.47,0.26,normal
80.74,24.2,7.46,0.22,normal
80.76,23.78,7.55,0.2,normal
80.78,23.82,7.39,0.23,normal
80.8,23.41,7.54,0.19,normal
80.82,22.99,7.72,0.2,normal
80.84,22.96,7.72,0.2,normal
80.86,23.21,7.7,0.18,normal
80.88,23.14,7.71,0.18,normal
80.9,22.85,7.66,0.15,normal
80.92,23.28,7.79,0.14,normal
80.94,23.56,7.82,0.12,normal
80.96,23.26,8.02,0.1,normal
80.98,23.53,8.11,0.1,normal
81.0,23.34,8.07,0.15,normal
81.02,23.1,8.12,0.14,normal
81.04,23.07,8.29,0.1,normal
81.06,23.44,8.44,0.1,normal
81.08,23.33,8.56,0.12,normal
81.1,23.33,8.69,0.1,normal
81.12,23.08,8.57,0.1,normal
81.14,23.57,8.5,0.1,normal
81.16,23.66,8.36,0.1,normal
81.18,23.73,8.35,0.1,normal
81.2,23.88,8.31,0.1,normal
81.22,24.36,8.35,0.1,normal
81.24,24.36,8.39,0.14,normal
81.26,24.54,8.43,0.18,normal
81.28,24.21,8.55,0.15,normal
81.3,23.85,8.63,0.17,normal
81.32,23.53,8.72,0.18,normal
81.34,23.25,8.69,0.2,normal
81.36,22.92,8.71,0.2,normal
81.38,23.06,8.51,0.19,normal
81.4,23.27,8.54,0.19,normal
81.42,23.05,8.64,0.24,normal
81.44,22.78,8.62,0.19,normal
81.46,22.78,8.72,0.17,normal
81.48,23.1,8.8,0.18,normal
81.5,23.56,8.9,0.15,normal
81.52,23.14,8.99,0.19,normal
81.54,23.31,8.97,0.16,normal
81.56,23.66,8.97,0.16,normal
81.58,23.62,8.78,0.11,normal
81.6,23.36,8.76,0.1,normal
81.62,23.07,8.59,0.11,normal
81.64,23.27,8.39,0.1,normal
81.66,23.76,8.5,0.1,normal
81.68,24.06,8.31,0.12,normal
81.7,24.04,8.23,0.1,normal
81.72,24.19,8.16,0.1,normal
81.74,24.4,8.2,0.12,normal
81.76,24.18,8.27,0.15,normal
81.78,24.29,8.27,0.19,normal
81.8,24.4,8.24,0.23,normal
81.82,24.7,8.4,0.28,normal
81.84,24.27,8.29,0.31,normal
81.86,23.83,8.33,0.27,normal
81.88,23.78,8.31,0.26,normal
81.9,24.1,8.21,0.23,normal
81.92,23.7,8.27,0.27,normal
81.94,24.03,8.08,0.29,normal
81.96,24.53,7.89,0.32,normal
81.98,24.65,7.92,0.33,normal
82.0,24.23,7.97,0.35,normal
82.02,23.76,8.09,0.35,normal
82.04,24.12,7.92,0.35,normal
82.06,24.55,8.03,0.35,normal
82.08,24.17,7.84,0.4,normal
82.1,24.38,7.86,0.41,normal
82.12,24.58,7.87,0.44,normal
82.14,24.79,7.91,0.42,normal
82.16,25.05,7.83,0.38,normal
82.18,25.1,8.02,0.4,normal
82.2,25.12,8.02,0.42,normal
82.22,25.31,8.1,0.43,normal
82.24,25.62,8.03,0.42,normal
82.26,25.8,8.03,0.37,normal
82.28,26.18,7.86,0.34,normal
82.3,25.85,7.91,0.3,normal
82.32,25.48,8.02,0.29,normal
82.34,25.41,8.07,0.26,normal
82.36,24.96,7.94,0.27,normal
82.38,24.61,7.95,0.32,normal
82.4,25.08,8.11,0.32,normal
82.42,25.18,8.01,0.33,normal
82.44,25.06,8.1,0.38,normal
82.46,25.01,8.25,0.36,normal
82.48,25.24,8.22,0.33,normal
82.5,25.74,8.21,0.38,normal
82.52,25.99,8.28,0.36,normal
82.54,26.23,8.24,0.34,normal
82.56,26.36,8.39,0.34,normal
82.58,26.1,8.3,0.31,normal
82.6,25.91,8.27,0.28,normal
82.62,26.23,8.34,0.24,normal
82.64,26.18,8.46,0.19,normal
82.66,26.04,8.29,0.23,normal
82.68,25.82,8.16,0.24,normal
82.7,25.77,8.0,0.25,normal
82.72,25.61,7.86,0.22,normal
82.74,25.83,7.96,0.24,normal
82.76,25.4,8.03,0.27,normal
82.78,25.09,8.0,0.25,normal
82.8,25.5,8.17,0.23,normal
82.82,25.68,8.12,0.28,normal
82.84,25.47,8.24,0.26,normal
82.86,25.4,8.16,0.29,normal
82.88,25.2,8.34,0.26,normal
82.9,25.21,8.31,0.29,normal
82.92,25.11,8.25,0.28,normal
82.94,25.32,8.26,0.31,normal
82.96,25.37,8.35,0.34,normal
82.98,25.48,8.29,0.36,normal
83.0,25.53,8.17,0.39,normal
83.02,25.87,8.04,0.35,normal
83.04,25.39,7.92,0.37,normal
83.06,25.02,8.12,0.35,normal
83.08,24.73,8.15,0.39,normal
83.1,24.73,8.35,0.38,normal
83.12,24.61,8.36,0.41,normal
83.14,25.1,8.4,0.45,normal
83.16,24.99,8.57,0.5,normal
83.18,24.58,8.69,0.51,normal
83.2,24.93,8.63,0.52,normal
83.22,25.29,8.63,0.53,normal
83.24,25.74,8.58,0.5,normal
83.26,25.44,8.73,0.53,normal
83.28,25.04,8.81,0.5,normal
83.3,24.56,8.93,0.51,normal
83.32,24.51,8.89,0.53,normal
83.34,24.49,8.95,0.53,normal
83.36,24.23,8.84,0.54,normal
83.38,24.34,8.87,0.58,normal
83.4,24.33,8.86,0.54,normal
83.42,23.91,8.7,0.59,normal
83.44,23.98,8.84,0.63,normal
83.46,24.3,9.01,0.68,normal
83.48,24.46,9.01,0.72,normal
83.5,24.12,9.15,0.73,normal
83.52,24.55,9.3,0.77,normal
83.54,25.01,9.14,0.76,normal
83.56,24.82,9.09,0.77,normal
83.58,24.8,9.19,0.81,failure
83.6,25.17,9.04,0.83,failure
83.62,24.96,9.01,0.8,failure
83.64,25.03,9.07,0.81,failure
83.66,24.82,9.24,0.78,failure
83.68,25.01,9.43,0.75,failure
83.7,24.52,9.4,0.79,failure
83.72,24.67,9.37,0.76,failure
83.74,24.38,9.31,0.78,failure
83.76,24.34,9.16,0.78,failure
83.78,24.29,9.07,0.78,failure
83.8,24.18,9.16,0.82,failure
83.82,24.0,9.18,0.87,failure
83.84,24.03,9.26,0.9,failure
83.86,23.79,9.12,0.93,failure
83.88,24.11,8.95,0.89,failure
83.9,24.24,8.83,0.9,failure
83.92,23.75,8.77,0.89,failure
83.94,23.62,8.68,0.85,failure
83.96,23.7,8.73,0.87,failure
83.98,23.59,8.55,0.84,failure
84.0,23.61,8.5,0.89,failure
84.02,23.98,8.3,0.86,failure
84.04,24.04,8.16,0.84,failure
84.06,23.65,8.02,0.81,failure
84.08,23.24,8.12,0.81,failure
84.1,23.09,8.0,0.78,failure
84.12,23.24,7.87,0.78,failure
84.14,23.57,7.92,0.78,failure
84.16,23.38,7.99,0.75,failure
84.18,23.64,8.18,0.74,failure
84.2,23.79,8.19,0.69,failure
84.22,23.87,8.31,0.68,failure
84.24,23.87,8.18,0.69,failure
84.26,24.18,8.04,0.69,failure
84.28,23.85,8.2,0.73,failure
84.3,24.01,8.0,0.68,failure
84.32,24.02,7.81,0.7,failure
84.34,23.83,7.82,0.73,failure
84.36,23.69,7.91,0.74,failure
84.38,23.95,8.02,0.78,failure
84.4,23.9,7.84,0.79,failure
84.42,24.03,7.84,0.8,failure
84.44,24.04,7.95,0.75,failure
84.46,24.2,7.8,0.76,failure
84.48,24.22,7.7,0.8,failure
84.5,23.82,7.78,0.75,failure
84.52,23.45,7.88,0.76,failure
84.54,23.08,7.79,0.79,failure
84.56,23.5,7.68,0.83,failure
84.58,23.31,7.88,0.81,failure
84.6,22.89,7.99,0.81,failure
84.62,22.57,7.95,0.86,failure
84.64,22.37,8.08,0.83,failure
84.66,21.88,8.07,0.82,failure
84.68,21.73,8.01,0.84,failure
84.7,21.37,7.94,0.83,failure
84.72,21.62,7.89,0.85,failure
84.74,21.52,7.8,0.89,failure
84.76,21.07,7.61,0.87,failure
84.78,21.38,7.76,0.92,failure
84.8,21.62,7.8,0.94,failure
84.82,21.88,7.72,0.96,failure
84.84,21.9,7.67,0.91,failure
84.86,22.37,7.49,0.92,failure
84.88,22.73,7.64,0.88,failure
84.9,23.21,7.61,0.89,failure
84.92,23.34,7.54,0.92,failure
84.94,23.63,7.58,0.94,failure
84.96,24.13,7.41,0.98,failure
84.98,24.26,7.24,1.0,failure
85.0,24.69,7.23,1.0,failure
85.02,24.61,7.11,0.97,failure
85.04,24.92,7.3,0.92,failure
85.06,24.75,7.32,0.94,failure
85.08,24.35,7.15,0.9,failure
85.1,24.3,7.03,0.89,failure
85.12,24.56,7.15,0.92,failure
85.14,24.49,7.13,0.9,failure
85.16,24.91,7.12,0.85,failure
85.18,24.94,7.29,0.86,failure
85.2,25.31,7.12,0.83,failure
85.22,25.13,7.27,0.83,failure
85.24,24.81,7.45,0.86,failure
85.26,24.33,7.52,0.9,failure
85.28,24.38,7.46,0.93,failure
85.3,24.04,7.33,0.9,failure
85.32,24.35,7.51,0.95,failure
85.34,24.13,7.46,0.91,failure
85.36,23.94,7.5,0.96,failure
85.38,23.73,7.36,0.94,failure
85.4,23.49,7.51,0.91,failure
85.42,23.43,7.45,0.92,failure
85.44,23.72,7.54,0.96,failure
85.46,23.72,7.39,1.0,failure
85.48,23.57,7.26,0.95,failure
85.5,23.75,7.4,0.96,failure
85.52,23.5,7.58,0.99,failure
85.54,23.5,7.56,0.97,failure
85.56,23.31,7.72,0.97,normal
85.58,23.45,7.52,0.97,failure
85.6,23.67,7.59,0.93,failure
85.62,23.36,7.68,0.92,failure
85.64,23.74,7.48,0.93,failure
85.66,23.32,7.44,0.91,failure
85.68,23.69,7.37,0.89,failure
85.7,23.8,7.35,0.93,failure
85.72,23.73,7.25,0.9,failure
85.74,24.0,7.38,0.88,failure
85.76,24.36,7.23,0.92,failure
85.78,24.38,7.38,0.96,failure
85.8,24.72,7.57,0.94,failure
85.82,24.32,7.44,0.97,failure
85.84,23.98,7.48,0.94,failure
85.86,24.42,7.67,0.98,failure
85.88,24.33,7.86,0.94,failure
85.9,24.54,7.83,0.89,failure
85.92,24.89,7.65,0.94,failure
85.94,24.66,7.71,0.93,failure
85.96,24.27,7.56,0.88,failure
85.98,24.64,7.6,0.92,failure
86.0,24.2,7.54,0.92,failure
86.02,24.62,7.43,0.96,failure
86.04,24.76,7.58,0.92,failure
86.06,24.71,7.72,0.97,failure
86.08,24.43,7.73,0.98,failure
86.1,24.09,7.58,1.0,failure
86.12,24.01,7.5,0.95,failure
86.14,24.45,7.52,1.0,failure
86.16,24.86,7.47,1.0,failure
86.18,24.52,7.53,1.0,failure
86.2,24.64,7.34,1.0,failure
86.22,24.6,7.53,0.97,failure
86.24,24.6,7.52,0.97,failure
86.26,24.27,7.66,0.97,failure
86.28,24.15,7.8,0.93,failure
86.3,24.27,8.0,0.97,failure
86.32,23.94,8.13,0.97,failure
86.34,23.99,7.99,0.99,failure
86.36,23.52,8.09,0.99,failure
86.38,23.17,8.28,0.96,failure
86.4,22.93,8.12,0.94,failure
86.42,23.41,8.01,0.9,failure
86.44,23.24,7.97,0.88,failure
86.46,23.0,8.15,0.84,failure
86.48,22.74,8.18,0.82,failure
86.5,22.48,8.07,0.81,failure
86.52,22.19,8.2,0.82,failure
86.54,21.79,8.05,0.81,failure
86.56,22.11,7.97,0.81,failure
86.58,21.7,8.08,0.82,failure
86.6,21.25,7.88,0.79,failure
86.62,20.78,8.08,0.8,failure
86.64,20.32,8.26,0.84,failure
86.66,20.78,8.08,0.8,failure
86.68,20.42,7.91,0.8,failure
86.7,20.58,7.89,0.76,failure
86.72,20.84,7.86,0.8,failure
86.74,21.16,8.01,0.76,failure
86.76,20.73,8.11,0.77,failure
86.78,20.49,8.08,0.77,failure
86.8,20.76,8.23,0.79,failure
86.82,20.29,8.34,0.83,failure
86.84,20.08,8.34,0.84,failure
86.86,20.02,8.44,0.89,failure
86.88,20,8.63,0.87,failure
86.9,20.08,8.81,0.9,failure
86.92,20,8.88,0.9,failure
86.94,20,8.89,0.87,failure
86.96,20,8.77,0.85,failure
86.98,20.32,8.78,0.8,failure
87.0,20.56,8.84,0.81,failure
87.02,20.72,8.88,0.82,failure
87.04,20.44,8.88,0.85,failure
87.06,20.25,8.7,0.87,failure
87.08,20.32,8.57,0.85,failure
87.1,20,8.6,0.83,failure
87.12,20.15,8.41,0.79,failure
87.14,20,8.46,0.77,failure
87.16,20.2,8.54,0.79,failure
87.18,20.64,8.4,0.83,failure
87.2,20.61,8.25,0.81,failure
87.22,20.31,8.17,0.82,failure
87.24,20,8.09,0.83,failure
87.26,20,8.14,0.86,failure
87.28,20.28,8.2,0.85,failure
87.3,20.44,8.29,0.81,failure
87.32,20,8.14,0.77,failure
87.34,20.38,8.3,0.74,failure
87.36,20,8.22,0.76,failure
87.38,20,8.14,0.77,failure
87.4,20.5,8.19,0.77,failure
87.42,20.09,8.15,0.74,failure
87.44,20.2,8.07,0.72,failure
87.46,20.51,8.22,0.68,failure
87.48,20.06,8.03,0.7,failure
87.5,20.08,7.97,0.67,failure
87.52,20.52,8.13,0.71,failure
87.54,20.84,8.1,0.75,failure
87.56,20.6,8.24,0.77,normal
87.58,20.99,8.4,0.79,normal
87.6,20.92,8.35,0.79,normal
87.62,20.45,8.4,0.8,failure
87.64,20.44,8.42,0.84,failure
87.66,20.75,8.26,0.86,failure
87.68,21.21,8.44,0.9,failure
87.7,21.06,8.54,0.85,failure
87.72,21.21,8.72,0.86,failure
87.74,21.35,8.54,0.88,failure
87.76,21.37,8.6,0.88,failure
87.78,21.74,8.46,0.9,failure
87.8,21.65,8.57,0.91,failure
87.82,22.13,8.65,0.93,failure
87.84,22.54,8.68,0.91,failure
87.86,22.56,8.83,0.86,failure
87.88,22.39,8.71,0.85,failure
87.9,22.05,8.65,0.85,failure
87.92,22.22,8.75,0.9,failure
87.94,21.76,8.8,0.92,failure
87.96,21.85,8.62,0.91,failure
87.98,22.31,8.77,0.91,failure
88.0,22.18,8.96,0.93,failure
88.02,21.96,8.87,0.95,failure
88.04,22.14,8.72,0.93,failure
88.06,22.27,8.77,0.94,failure
88.08,22.63,8.68,0.97,failure
88.1,22.95,8.75,0.96,failure
88.12,23.32,8.88,0.98,failure
88.14,23.51,8.69,0.95,failure
88.16,23.96,8.64,0.91,failure
88.18,24.0,8.7,0.93,failure
88.2,24.32,8.53,0.96,failure
88.22,23.83,8.58,0.96,failure
88.24,23.99,8.62,0.91,failure
88.26,24.07,8.67,0.91,failure
88.28,23.65,8.48,0.87,failure
88.3,23.84,8.58,0.87,failure
88.32,23.47,8.67,0.9,failure
88.34,23.58,8.52,0.87,failure
88.36,23.58,8.53,0.9,failure
88.38,23.22,8.54,0.94,failure
88.4,23.17,8.63,0.9,failure
88.42,22.98,8.74,0.95,failure
88.44,22.9,8.73,0.99,failure
88.46,22.58,8.84,0.97,failure
88.48,22.85,8.7,0.93,failure
88.5,23.04,8.66,0.89,failure
88.52,22.84,8.52,0.94,failure
88.54,22.72,8.51,0.94,failure
88.56,23.14,8.45,0.97,failure
88.58,22.96,8.27,0.94,failure
88.6,22.99,8.15,0.99,failure
88.62,23.46,7.98,0.97,failure
88.64,23.82,7.91,0.94,failure
88.66,23.69,7.87,0.89,failure
88.68,23.99,7.83,0.92,failure
88.7,23.68,7.93,0.89,failure
88.72,23.46,7.86,0.87,failure
88.74,23.13,7.71,0.86,failure
88.76,22.92,7.69,0.9,failure
88.78,23.38,7.58,0.88,failure
88.8,23.36,7.78,0.85,failure
88.82,23.46,7.73,0.86,failure
88.84,23.64,7.88,0.87,failure
88.86,23.78,8.02,0.87,failure
88.88,23.29,7.99,0.88,failure
88.9,23.52,8.13,0.92,failure
88.92,23.47,7.94,0.87,failure
88.94,23.44,7.99,0.86,failure
88.96,23.89,8.07,0.84,failure
88.98,23.79,7.99,0.88,failure
89.0,24.12,8.07,0.87,failure
89.02,24.3,7.97,0.88,failure
89.04,24.79,7.88,0.88,failure
89.06,24.57,8.0,0.92,failure
89.08,24.26,7.89,0.89,failure
89.1,24.01,7.88,0.9,failure
89.12,23.64,7.8,0.9,failure
89.14,23.58,7.62,0.89,failure
89.16,23.9,7.72,0.85,failure
89.18,23.93,7.74,0.81,failure
89.2,24.21,7.78,0.79,failure
89.22,24.09,7.82,0.8,failure
89.24,23.77,7.89,0.82,failure
89.26,23.39,8.03,0.84,failure
89.28,23.78,8.06,0.83,failure
89.3,24.25,8.1,0.8,failure
89.32,24.26,7.97,0.81,failure
89.34,24.39,7.89,0.8,failure
89.36,24.81,7.91,0.83,failure
89.38,24.5,8.09,0.87,failure
89.4,24.97,8.12,0.89,failure
89.42,24.75,8.3,0.91,failure
89.44,24.29,8.15,0.91,failure
89.46,24.19,8.07,0.9,failure
89.48,23.74,8.02,0.91,failure
89.5,24.22,8.0,0.94,failure
89.52,23.87,7.91,0.9,failure
89.54,23.64,7.75,0.9,failure
89.56,23.67,7.82,0.94,failure
89.58,24.13,7.8,0.92,failure
89.6,23.83,7.75,0.88,normal
89.62,23.78,7.71,0.85,failure
89.64,23.82,7.52,0.86,failure
89.66,23.68,7.66,0.87,failure
89.68,24.06,7.86,0.86,failure
89.7,23.74,7.8,0.86,failure
